SEXO,ESTADO,SEM_CURSADOS,CREDITOS,APROBO,PONDERADO,BECA_VIGENTE,ESTADO_CIVIL_D,ESTADO_CIVIL_S,FFH,COLEGIO_PRIVADO,CRED_X_SEM,HRS_FALTA_RATIO,EDAD,IDH,POR_POBREZA,POR_POBREZA_EXTREMA,Tasa_Analfabetismo,Tasa_Desempleo2019
0,-1,3,31,2,7.9832,0,0,1,True,True,10.0,0.06,16.0,0.6893,4.0,0.5,3.1,3.4
1,1,9,133,34,11.725,0,0,1,False,True,15.0,0.16,23.0,0.7622,0.7,0.0,3.1,3.4
1,-1,6,73,12,11.645,0,0,1,False,False,12.0,0.12,18.0,0.6105,17.0,1.9,3.1,3.4
0,1,22,303,74,14.5,0,0,1,True,False,14.0,0.12,25.0,0.6412,9.1,1.0,3.1,3.4
1,-1,3,45,10,8.809,0,0,1,False,True,15.0,0.11,17.0,0.7622,0.7,0.0,3.1,3.4
1,1,17,262,73,15.8427,0,0,1,False,True,15.0,0.12,23.0,0.7622,0.7,0.0,3.1,3.4
0,1,20,272,72,12.732,0,0,1,False,True,14.0,0.16,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,250,68,14.02,0,0,1,False,True,16.0,0.05,23.0,0.7366,5.5,0.1,3.3,3.4
0,-1,2,25,5,11.9414,0,0,1,True,True,12.0,0.03,17.0,0.7622,0.7,0.0,3.1,3.4
1,1,18,269,74,13.871,0,0,1,False,True,15.0,0.06,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,12,209,67,14.56,0,0,1,False,True,17.0,0.08,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,19,264,72,15.13,0,0,1,True,True,14.0,0.14,23.0,0.7622,0.7,0.0,3.1,3.4
0,-1,4,49,7,10.77,0,0,1,False,True,12.0,0.05,18.0,0.7622,0.7,0.0,3.1,3.4
1,1,17,202,50,16.484,0,0,1,False,False,12.0,0.25,28.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,231,68,14.115,0,0,1,True,True,15.0,0.09,21.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,18,0,4.9933,0,0,1,False,True,6.0,0.17,18.0,0.7622,0.7,0.0,3.1,3.4
0,1,19,259,72,13.21,0,0,1,False,True,14.0,0.06,29.0,0.7622,0.7,0.0,3.1,3.4
0,1,18,260,69,12.01,0,0,1,False,True,14.0,0.1,24.0,0.7622,0.7,0.0,3.1,3.4
0,-1,2,44,10,11.065,0,0,1,True,True,22.0,0.06,18.0,0.6893,4.0,0.5,3.1,3.4
1,-1,12,167,36,13.7445,0,0,1,False,False,14.0,0.17,22.0,0.8326,0.1,0.0,4.4,3.4
0,1,18,221,61,15.15,0,0,1,False,True,12.0,0.16,28.0,0.7622,0.7,0.0,3.1,3.4
1,1,15,202,55,14.2433,0,0,1,True,True,13.0,0.05,25.0,0.6498,6.2,0.7,3.1,3.4
1,1,25,313,74,11.76,0,0,1,False,True,13.0,0.11,23.0,0.7622,0.7,0.0,3.1,3.4
0,1,12,217,72,15.75,0,0,1,False,True,18.0,0.19,27.0,0.6966,7.7,0.2,3.3,3.4
0,1,15,227,72,16.1375,0,0,1,True,True,15.0,0.11,25.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,44,7,10.764,0,0,1,False,True,15.0,0.18,26.0,0.7622,0.7,0.0,3.1,3.4
1,-1,3,60,9,9.2405,0,0,1,False,True,20.0,0.05,19.0,0.7622,0.7,0.0,3.1,3.4
0,1,24,358,73,12.81,0,0,1,False,True,15.0,0.23,24.0,0.7622,0.7,0.0,3.1,3.4
1,1,14,214,67,13.916,0,0,1,True,True,15.0,0.04,21.0,0.6739,6.4,0.5,3.1,3.4
0,-1,6,73,14,6.1267,0,0,1,False,True,12.0,0.27,22.0,0.6435,5.4,0.6,3.1,3.4
0,1,20,242,73,14.365,0,0,1,False,True,12.0,0.12,31.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,38,8,8.2894,0,0,1,False,True,19.0,0.1,18.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,3,1,17.97,0,0,1,False,True,3.0,0.0,17.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,28,4,10.2568,0,0,1,False,True,14.0,0.12,18.0,0.7888,0.1,0.0,4.4,3.4
1,-1,1,3,0,4.06,0,0,1,True,True,3.0,0.05,16.0,0.6689,6.3,1.3,3.1,3.4
0,-1,3,47,9,10.0555,0,0,1,False,True,16.0,0.09,18.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,220,73,16.4633,0,0,1,True,True,15.0,0.06,21.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,271,68,15.23,0,0,1,True,True,14.0,0.09,27.0,0.6739,6.4,0.5,3.1,3.4
0,1,23,331,67,14.1304,0,0,1,False,True,14.0,0.16,28.0,0.6212,12.6,0.9,7.0,3.4
0,1,14,219,69,15.614,0,0,1,False,True,16.0,0.1,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,241,72,14.5508,0,0,1,False,True,15.0,0.07,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,12,226,72,14.306,0,0,1,False,True,19.0,0.11,21.0,0.7622,0.7,0.0,3.1,3.4
1,-1,3,42,1,8.0247,0,0,0,False,True,14.0,0.21,19.0,0.7622,0.7,0.0,3.1,3.4
0,1,21,306,76,13.18,0,0,1,True,True,15.0,0.06,26.0,0.6893,4.0,0.5,3.1,3.4
1,1,11,176,52,14.22,0,0,1,False,True,16.0,0.21,24.0,0.6025,13.4,3.6,3.1,3.4
0,-1,4,50,14,11.2,0,0,1,False,True,12.0,0.08,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,11,215,71,16.15,0,0,1,False,True,20.0,0.08,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,11,220,72,14.9729,0,0,1,False,False,20.0,0.04,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,14,222,62,13.3225,0,0,1,False,True,16.0,0.12,23.0,0.5506,15.1,3.1,11.5,3.4
0,-1,9,131,30,10.735,0,0,1,False,True,15.0,0.12,19.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,6,0,8.895,0,0,1,False,True,6.0,0.11,16.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,6,0,0.0,0,0,1,False,True,6.0,0.2,17.0,0.6832,6.2,0.3,4.3,3.4
0,1,17,232,60,15.47,0,0,1,False,True,14.0,0.17,29.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,6,0,3.5375,0,0,1,True,True,6.0,0.29,11.0,0.6412,9.1,1.0,3.1,3.4
0,1,3,30,7,15.4275,0,0,1,False,True,10.0,0.22,29.0,0.7622,0.7,0.0,3.1,3.4
0,1,19,276,74,14.595,0,0,1,False,True,15.0,0.09,22.0,0.6498,6.2,0.7,3.1,3.4
0,1,14,211,56,12.94,0,0,1,False,True,15.0,0.16,25.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,22,6,13.6086,0,0,1,False,True,22.0,0.02,18.0,0.7622,0.7,0.0,3.1,3.4
1,1,14,231,72,16.29,0,0,1,False,True,16.0,0.03,20.0,0.6056,2.6,0.0,2.3,3.4
1,1,8,84,17,13.5967,0,0,1,False,True,10.0,0.12,26.0,0.7622,0.7,0.0,3.1,3.4
1,1,14,236,73,14.6513,0,0,1,False,True,17.0,0.1,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,10,129,32,14.57,0,0,1,False,False,13.0,0.11,28.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,25,5,10.6455,0,0,1,False,True,12.0,0.05,16.0,0.7622,0.7,0.0,3.1,3.4
0,1,16,277,72,13.6271,0,0,1,False,True,17.0,0.04,22.0,0.3019,57.0,15.5,9.9,3.4
1,1,18,267,74,14.0,0,0,1,True,True,15.0,0.05,22.0,0.7653,0.3,0.1,3.1,3.4
0,-1,2,44,6,11.4582,0,0,1,False,True,22.0,0.11,18.0,0.7647,8.0,0.3,4.4,3.4
1,-1,2,28,4,10.8473,0,0,1,False,True,14.0,0.12,17.0,0.7622,0.7,0.0,3.1,3.4
0,1,20,255,66,13.284,0,0,1,True,True,13.0,0.11,26.0,0.6362,7.4,0.9,3.1,3.4
1,1,23,294,74,14.4659,0,0,1,False,True,13.0,0.08,24.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,258,73,13.8029,0,0,1,True,False,16.0,0.11,22.0,0.6105,17.0,1.9,3.1,3.4
0,1,12,138,41,14.544,0,0,1,False,True,12.0,0.18,25.0,0.576,21.7,1.7,8.6,3.4
1,1,15,253,73,15.95,0,0,1,False,False,17.0,0.11,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,17,205,54,1.8,0,0,1,False,False,12.0,0.19,36.0,0.6798,11.9,1.9,3.1,3.4
1,-1,3,47,8,10.0826,0,0,1,True,False,16.0,0.03,17.0,0.6632,4.3,1.1,3.1,3.4
0,1,19,288,73,14.86,0,0,1,True,True,15.0,0.06,22.0,0.6412,9.1,1.0,3.1,3.4
1,-1,2,44,12,12.2795,0,0,1,False,True,22.0,0.06,19.0,0.6105,17.0,1.9,3.1,3.4
1,-1,4,44,8,10.842,0,0,1,False,True,11.0,0.25,21.0,0.7622,0.7,0.0,3.1,3.4
1,-1,3,43,8,10.862,0,0,1,True,False,14.0,0.09,19.0,0.6739,6.4,0.5,3.1,3.4
1,1,14,222,68,15.91,0,0,1,True,False,16.0,0.04,26.0,0.6632,4.3,1.1,3.1,3.4
0,1,16,238,73,13.0,0,0,1,False,False,15.0,0.05,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,13,215,71,15.41,0,0,1,False,False,17.0,0.08,21.0,0.7622,0.7,0.0,3.1,3.4
1,1,13,223,73,14.876,0,0,1,False,False,17.0,0.06,22.0,0.6498,6.2,0.7,3.1,3.4
1,-1,4,55,10,10.4225,0,0,0,False,True,14.0,0.13,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,228,72,15.98,0,0,1,True,True,15.0,0.11,21.0,0.6632,4.3,1.1,3.1,3.4
1,1,18,269,74,12.706,0,0,1,True,True,15.0,0.04,23.0,0.6456,6.4,0.6,3.1,3.4
0,1,14,226,73,16.0619,0,0,1,True,False,16.0,0.05,21.0,0.6644,5.2,0.5,3.1,3.4
0,1,17,219,58,11.65,0,0,1,False,False,13.0,0.04,27.0,0.6435,5.4,0.6,3.1,3.4
0,-1,1,3,1,12.0,0,0,1,True,True,3.0,0.3,21.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,6,0,10.07,0,0,1,False,True,6.0,0.16,16.0,0.6832,6.2,0.3,4.3,3.4
1,1,21,278,72,14.95,0,0,1,False,True,13.0,0.14,24.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,312,76,12.2,0,0,1,False,True,16.0,0.15,24.0,0.7622,0.7,0.0,3.1,3.4
0,-1,8,116,27,10.426,0,0,1,False,True,14.0,0.04,20.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,6,2,16.485,0,0,1,False,True,6.0,0.09,16.0,0.7622,0.7,0.0,3.1,3.4
0,1,11,217,72,16.642,0,0,1,False,True,20.0,0.02,25.0,0.7622,0.7,0.0,3.1,3.4
1,-1,5,102,17,10.8218,0,0,1,False,True,20.0,0.14,24.0,0.7622,0.7,0.0,3.1,3.4
0,-1,2,25,2,3.875,0,0,1,False,True,12.0,0.38,19.0,0.6966,7.7,0.2,3.3,3.4
0,1,17,229,58,13.3325,0,0,1,False,True,13.0,0.22,27.0,0.6637,2.2,0.0,2.3,3.4
1,1,8,130,23,13.1181,0,0,1,False,True,16.0,0.18,27.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,294,72,15.0588,0,0,1,True,True,15.0,0.17,25.0,0.6498,6.2,0.7,3.1,3.4
1,1,17,235,73,14.62,0,0,1,False,False,14.0,0.08,30.0,0.6832,6.2,0.3,4.3,3.4
1,1,18,275,73,13.3433,0,0,1,True,True,15.0,0.11,22.0,0.6498,6.2,0.7,3.1,3.4
0,1,4,45,13,15.11,0,0,1,False,False,11.0,0.15,25.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,25,5,13.6014,0,0,1,False,True,12.0,0.02,17.0,0.7622,0.7,0.0,3.1,3.4
0,1,13,236,73,15.1825,0,0,1,False,True,18.0,0.09,23.0,0.6456,6.4,0.6,3.1,3.4
0,-1,1,6,2,13.17,0,0,1,False,True,6.0,0.0,18.0,0.6591,8.2,0.2,9.9,3.4
0,1,19,243,52,14.6056,0,0,1,False,False,13.0,0.2,36.0,0.4699,47.7,13.3,8.6,3.4
0,-1,1,6,0,9.37,0,0,1,True,True,6.0,0.09,19.0,0.6632,4.3,1.1,3.1,3.4
0,1,16,246,73,13.97,0,0,1,True,True,15.0,0.13,23.0,0.6498,6.2,0.7,3.1,3.4
1,1,4,54,14,12.26,0,0,1,False,False,14.0,0.29,26.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,3,0,6.39,0,0,1,False,True,3.0,0.2,17.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,6,1,10.54,0,0,1,False,True,6.0,0.06,18.0,0.7622,0.7,0.0,3.1,3.4
0,1,12,226,72,15.5617,0,0,1,True,True,19.0,0.04,21.0,0.6689,6.3,1.3,3.1,3.4
1,-1,1,6,0,0.265,0,0,1,False,True,6.0,0.35,18.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,232,57,12.06,0,0,1,False,True,12.0,0.21,28.0,0.7622,0.7,0.0,3.1,3.4
1,1,13,223,72,14.39,0,0,1,True,True,17.0,0.06,22.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,3,0,2.79,0,0,1,False,True,3.0,0.25,17.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,25,5,10.3941,0,0,1,False,True,12.0,0.13,18.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,12,0,7.4825,0,0,1,False,True,12.0,0.32,22.0,0.7622,0.7,0.0,3.1,3.4
1,-1,3,39,9,12.59,0,0,1,False,True,13.0,0.12,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,7,69,18,13.04,0,0,1,False,True,10.0,0.16,25.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,6,1,7.775,0,0,1,True,True,6.0,0.15,20.0,0.7454,1.4,0.2,3.1,3.4
1,1,23,338,74,14.96,0,0,1,False,False,15.0,0.19,25.0,0.7622,0.7,0.0,3.1,3.4
1,-1,12,163,35,1.016,0,0,1,False,True,14.0,0.27,29.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,248,73,14.0483,0,0,1,False,True,17.0,0.06,21.0,0.576,21.7,1.7,8.6,3.4
0,-1,1,6,2,15.095,0,0,1,False,True,6.0,0.03,17.0,0.7622,0.7,0.0,3.1,3.4
1,1,17,273,73,12.775,0,0,1,False,False,16.0,0.12,22.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,3,0,0.68,0,0,1,True,True,3.0,0.35,21.0,0.6668,4.7,0.8,3.1,3.4
1,1,11,202,67,15.9033,0,0,1,False,True,18.0,0.03,21.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,36,5,8.5055,0,0,1,False,True,12.0,0.11,18.0,0.7622,0.7,0.0,3.1,3.4
0,-1,2,25,3,10.2863,0,0,1,False,True,12.0,0.08,20.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,25,7,14.1382,0,0,1,False,True,12.0,0.01,16.0,0.576,21.7,1.7,8.6,3.4
1,1,14,221,72,15.53,0,0,1,False,True,16.0,0.05,21.0,0.6456,6.4,0.6,3.1,3.4
0,-1,1,3,0,0.0,0,0,1,True,True,3.0,0.35,16.0,0.6668,4.7,0.8,3.1,3.4
0,1,13,184,57,13.05,0,0,1,True,False,14.0,0.18,23.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,3,1,15.33,0,0,1,False,True,3.0,0.0,18.0,0.6456,6.4,0.6,3.1,3.4
0,1,10,166,47,17.3,1,0,1,False,False,17.0,0.11,30.0,0.7622,0.7,0.0,3.1,3.4
0,-1,13,141,27,6.3709,0,0,1,False,True,11.0,0.23,26.0,0.7019,7.0,0.5,4.3,3.4
1,-1,2,44,10,12.0045,0,0,1,False,True,22.0,0.06,17.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,44,5,9.27,0,0,1,False,True,15.0,0.19,19.0,0.7622,0.7,0.0,3.1,3.4
0,-1,4,31,2,0.0,0,0,0,True,False,8.0,0.63,28.0,0.7622,0.7,0.0,3.1,3.4
0,-1,4,55,7,9.8063,0,0,1,False,True,14.0,0.14,23.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,6,0,1.1375,0,0,1,False,True,6.0,0.35,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,11,200,65,14.7563,0,0,1,False,True,18.0,0.07,21.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,6,1,6.99,0,0,1,False,True,6.0,0.21,17.0,0.6966,7.7,0.2,3.3,3.4
0,1,10,120,35,14.6133,0,0,1,False,False,12.0,0.12,33.0,0.7622,0.7,0.0,3.1,3.4
1,1,18,264,73,14.42,0,0,1,True,True,15.0,0.09,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,5,56,15,14.77,0,0,1,True,True,11.0,0.12,25.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,19,2,8.018,0,0,1,False,True,6.0,0.31,23.0,0.7622,0.7,0.0,3.1,3.4
0,1,16,250,73,14.735,0,0,1,False,True,16.0,0.13,20.0,0.7622,0.7,0.0,3.1,3.4
0,-1,2,28,2,7.5127,0,0,1,False,True,14.0,0.09,17.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,3,0,7.57,0,0,1,False,True,3.0,0.15,17.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,225,67,17.36,0,0,1,False,True,15.0,0.11,30.0,0.7622,0.7,0.0,3.1,3.4
0,-1,2,22,4,10.3313,0,0,1,False,False,11.0,0.26,20.0,0.7622,0.7,0.0,3.1,3.4
0,1,20,313,72,15.55,0,0,1,False,False,16.0,0.21,26.0,0.7622,0.7,0.0,3.1,3.4
1,1,6,53,16,13.6,0,0,1,True,True,9.0,0.06,26.0,0.7622,0.7,0.0,3.1,3.4
0,-1,11,129,23,5.091,0,0,1,False,False,12.0,0.2,27.0,0.7622,0.7,0.0,3.1,3.4
0,-1,3,57,8,9.4467,0,0,1,False,False,19.0,0.08,21.0,0.6435,5.4,0.6,3.1,3.4
0,1,6,36,9,11.995,0,0,1,False,False,6.0,0.3,32.0,0.7622,0.7,0.0,3.1,3.4
0,1,18,256,75,15.3,0,0,1,False,True,14.0,0.07,24.0,0.6456,6.4,0.6,3.1,3.4
0,-1,1,22,1,7.7009,0,0,1,True,True,22.0,0.19,17.0,0.7622,0.7,0.0,3.1,3.4
1,1,14,223,72,13.8325,0,0,1,True,True,16.0,0.14,22.0,0.7622,0.7,0.0,3.1,3.4
0,-1,5,67,11,8.7021,0,0,1,False,True,13.0,0.21,21.0,0.7622,0.7,0.0,3.1,3.4
0,-1,4,34,5,10.352,0,0,1,False,False,8.0,0.21,25.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,275,74,14.05,0,0,1,False,False,14.0,0.16,23.0,0.8372,0.5,0.0,4.4,3.4
1,1,16,271,73,13.3,0,0,1,True,True,17.0,0.14,21.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,11,0,0.5536,0,0,1,False,False,11.0,0.71,25.0,0.7622,0.7,0.0,3.1,3.4
1,1,18,273,74,13.92,0,0,1,False,True,15.0,0.12,22.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,22,2,9.0432,0,0,1,False,True,22.0,0.25,24.0,0.7622,0.7,0.0,3.1,3.4
0,1,22,305,73,15.71,0,0,1,False,True,14.0,0.17,27.0,0.7622,0.7,0.0,3.1,3.4
1,1,20,289,70,12.04,0,0,1,False,True,14.0,0.15,24.0,0.7622,0.7,0.0,3.1,3.4
0,1,19,248,53,15.09,0,0,1,False,True,13.0,0.19,27.0,0.7622,0.7,0.0,3.1,3.4
1,1,22,298,66,13.075,0,0,1,False,False,14.0,0.15,25.0,0.7622,0.7,0.0,3.1,3.4
1,1,13,233,73,15.715,0,0,1,False,False,18.0,0.04,21.0,0.7622,0.7,0.0,3.1,3.4
0,1,16,244,73,14.85,0,0,1,False,True,15.0,0.12,23.0,0.6435,5.4,0.6,3.1,3.4
0,-1,2,33,9,12.8629,0,0,1,False,True,16.0,0.19,20.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,201,54,12.814,0,0,1,False,True,13.0,0.04,25.0,0.7622,0.7,0.0,3.1,3.4
1,-1,2,44,5,9.6591,0,0,1,False,True,22.0,0.19,27.0,0.6489,12.8,1.4,8.6,3.4
0,-1,7,112,23,12.69,0,0,1,True,True,16.0,0.16,34.0,0.7622,0.7,0.0,3.1,3.4
0,-1,7,75,10,0.0,0,0,1,True,True,11.0,0.39,22.0,0.7622,0.7,0.0,3.1,3.4
0,1,17,253,73,14.0286,0,0,1,True,False,15.0,0.1,21.0,0.6695,6.2,0.7,3.1,3.4
0,1,13,196,49,16.59,0,0,1,False,True,15.0,0.14,25.0,0.7622,0.7,0.0,3.1,3.4
0,-1,8,117,25,9.4928,0,0,1,True,True,15.0,0.11,20.0,0.7622,0.7,0.0,3.1,3.4
0,1,16,245,73,14.6035,0,0,1,True,True,15.0,0.09,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,17,246,65,12.71,0,0,1,False,True,14.0,0.13,23.0,0.7622,0.7,0.0,3.1,3.4
0,1,17,276,73,14.5517,0,0,1,False,False,16.0,0.08,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,13,155,30,10.72,0,0,1,False,False,12.0,0.03,30.0,0.6084,17.0,1.6,3.1,3.4
1,-1,5,59,13,11.7029,0,0,1,False,True,12.0,0.13,20.0,0.6349,8.3,0.3,9.9,3.4
1,1,16,241,60,14.965,0,0,1,False,False,15.0,0.09,26.0,0.6832,6.2,0.3,4.3,3.4
1,-1,5,84,16,10.4218,0,0,1,True,True,17.0,0.03,21.0,0.7622,0.7,0.0,3.1,3.4
1,1,6,73,22,12.99,0,0,1,True,False,12.0,0.09,24.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,22,4,12.3045,0,0,1,False,True,22.0,0.05,17.0,0.7622,0.7,0.0,3.1,3.4
1,-1,3,50,13,13.3,0,0,1,False,False,17.0,0.07,18.0,0.7622,0.7,0.0,3.1,3.4
0,1,15,222,70,3.165,0,0,1,False,True,15.0,0.12,33.0,0.7622,0.7,0.0,3.1,3.4
1,1,26,281,60,13.9,0,0,1,False,False,11.0,0.11,29.0,0.7622,0.7,0.0,3.1,3.4
1,1,18,254,64,13.69,0,0,1,True,True,14.0,0.21,26.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,243,72,14.0267,0,0,1,True,False,15.0,0.05,22.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,22,4,10.1386,0,0,1,True,True,22.0,0.1,17.0,0.6668,4.7,0.8,3.1,3.4
0,1,14,259,74,15.685,0,0,1,True,True,18.0,0.07,22.0,0.7454,1.4,0.2,3.1,3.4
0,-1,2,32,8,11.3721,0,0,1,False,False,16.0,0.26,30.0,0.7622,0.7,0.0,3.1,3.4
0,1,13,121,27,13.66,0,0,1,False,True,9.0,0.07,29.0,0.7622,0.7,0.0,3.1,3.4
1,1,19,272,75,15.1,0,0,1,True,False,14.0,0.13,23.0,0.7622,0.7,0.0,3.1,3.4
1,1,18,254,74,13.985,0,0,1,False,True,14.0,0.21,26.0,0.7622,0.7,0.0,3.1,3.4
0,1,21,295,74,14.58,0,0,1,True,False,14.0,0.12,25.0,0.6498,6.2,0.7,3.1,3.4
0,1,17,255,73,13.64,0,0,1,True,True,15.0,0.11,24.0,0.7622,0.7,0.0,3.1,3.4
1,-1,11,153,29,11.4024,0,0,1,False,False,14.0,0.2,24.0,0.6489,12.8,1.4,8.6,3.4
0,1,12,220,72,15.933,0,0,1,False,True,18.0,0.08,21.0,0.6349,8.3,0.3,9.9,1.5
1,1,18,293,74,14.3075,0,0,1,False,False,16.0,0.09,23.0,0.7622,0.7,0.0,3.1,3.4
1,-1,13,131,27,7.747,0,0,1,False,True,10.0,0.15,22.0,0.7622,0.7,0.0,3.1,3.4
0,-1,1,22,0,5.2324,0,0,1,False,True,22.0,0.27,16.0,0.7622,0.7,0.0,3.1,3.4
0,1,16,214,54,13.735,0,0,1,False,False,13.0,0.07,30.0,0.7622,0.7,0.0,3.1,3.4
0,1,5,92,30,14.12,0,0,1,True,True,18.0,0.15,24.0,0.7622,0.7,0.0,3.1,3.4
1,1,20,285,74,13.6,0,0,1,False,False,14.0,0.1,24.0,0.7622,0.7,0.0,3.1,3.4
1,1,22,307,75,11.96,0,0,1,False,True,14.0,0.14,24.0,0.6498,6.2,0.7,3.1,3.4
0,-1,2,30,4,2.8463,0,0,1,False,False,15.0,0.14,39.0,0.4699,47.7,13.3,8.6,3.4
0,1,23,293,73,13.5,0,0,1,False,False,13.0,0.17,24.0,0.6449,12.4,1.1,3.1,3.4
1,1,13,200,52,13.2238,0,0,1,False,True,15.0,0.19,26.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,22,2,6.7555,0,0,1,False,False,22.0,0.17,18.0,0.6695,6.2,0.7,3.1,3.4
0,1,17,299,74,14.626,0,0,1,False,False,18.0,0.18,25.0,0.7622,0.7,0.0,3.1,3.4
0,1,4,31,9,14.73,0,0,1,False,True,8.0,0.0,25.0,0.7622,0.7,0.0,3.1,3.4
1,1,22,318,75,12.63,0,0,1,True,True,14.0,0.2,26.0,0.6739,6.4,0.5,3.1,3.4
0,1,14,237,74,14.8,0,0,1,False,False,17.0,0.02,24.0,0.6832,6.2,0.3,4.3,3.4
1,1,23,314,75,12.9471,0,0,1,False,False,14.0,0.1,24.0,0.6435,5.4,0.6,3.1,3.4
1,1,12,220,72,13.545,0,0,1,False,False,18.0,0.16,22.0,0.7622,0.7,0.0,3.1,3.4
1,1,16,237,63,14.1,0,0,1,False,True,15.0,0.12,25.0,0.5793,13.8,1.0,7.0,3.4
1,-1,4,61,12,12.71,0,0,1,False,True,15.0,0.14,19.0,0.7622,0.7,0.0,3.1,3.4
1,1,21,282,68,13.8118,0,0,1,False,True,13.0,0.11,25.0,0.5531,25.9,2.5,9.9,3.4
1,1,14,190,52,13.7375,0,0,1,False,True,14.0,0.17,24.0,0.7622,0.7,0.0,3.1,3.4
0,1,22,299,65,13.4367,0,0,1,False,True,14.0,0.22,25.0,0.7389,1.4,0.0,9.9,3.4
0,1,19,280,70,14.775,0,0,1,False,False,15.0,0.14,28.0,0.7622,0.7,0.0,3.1,3.4
0,1,4,34,9,14.775,0,0,1,False,True,8.0,0.17,31.0,0.7622,0.7,0.0,3.1,3.4
1,1,26,316,71,16.52,0,0,1,True,True,12.0,0.13,27.0,0.7653,0.3,0.1,3.1,3.4
0,1,18,272,64,13.5875,0,0,1,False,True,15.0,0.21,30.0,0.6489,12.8,1.4,8.6,3.4
0,-1,1,22,0,2.7986,0,0,1,False,True,22.0,0.41,17.0,0.7622,0.7,0.0,3.1,3.4
1,1,17,246,65,12.9167,0,0,1,False,False,14.0,0.14,27.0,0.7622,0.7,0.0,3.1,3.4
1,-1,1,22,4,11.6777,0,0,1,False,True,22.0,0.1,15.0,0.7653,0.3,0.1,3.1,3.4
0,1,12,228,72,14.95,0,0,1,False,True,19.0,0.09,21.0,0.7622,0.7,0.0,3.1,3.4
1,-1,4,76,17,10.4891,0,0,1,False,True,19.0,0.15,19.0,0.6739,6.4,0.5,3.1,3.4
0,1,1,6,2,15.67,0,0,1,True,True,6.0,0.0,27.0,0.7622,0.7,0.0,3.1,3.4
1,1,14,230,71,15.28,0,0,1,False,True,16.0,0.05,21.0,0.7622,0.7,0.0,3.1,3.4
